,tag,text_message
1441,0,i have had two more letters from   i will copy them for you cos one has a message for you  speak soon
1442,0,why is that  princess  i bet the brothas are all chasing you 
1443,0,fyi i m gonna call you sporadically starting at like     bc we are not not doin this
1444,0,boo  how s things  i m back at home and a little bored already    
1445,0,my sister going to earn more than me da 
1446,0,aiyo please u got time meh 
1447,0,aiyar sorry lor forgot 2 tell u   
1448,0,got fujitsu  ibm  hp  toshiba    got a lot of model how to say   
1449,0,of cos can lar i m not so ba dao ok    1 pm lor    y u never ask where we go ah    i said u would ask on fri but he said u will ask today   
1450,0,i am going to film 2day da  at 6pm  sorry da 
1451,0,i m always looking for an excuse to be in the city 
1452,0,eh sorry leh    i din c ur msg  not sad already lar  me watching tv now  u still in office 
1453,1,call from 08702490080   tells u 2 call 09066358152 to claim £5000 prize  u have 2 enter all ur mobile   personal details   the prompts  careful 
1454,0,yeah no probs   last night is obviously catching up with you    speak soon 
1455,0,good morning plz call me sir
1456,0,k sure am in my relatives home  sms me de  pls   
1457,0,take some small dose tablet for fever
1458,0,    yeah  lol  luckily i didn t have a starring role like you 
1459,0,i m turning off my phone  my moms telling everyone i have cancer  and my sister won t stop calling  it hurts to talk  can t put up with it  see u when u get home  love u
1460,1,free entry into our £250 weekly competition just text the word win to 80086 now  18 t c www txttowin co uk
1461,0,wen ur lovable bcums angry wid u  dnt take it seriously   coz being angry is d most childish n true way of showing deep affection  care n luv    kettoda manda    have nice day da 
1462,1,warner village 83118 c colin farrell in swat this wkend  warner village   get 1 free med  popcorn just show msg ticket kiosk valid 4 7 12  c t c  kiosk  reply sony 4 mre film offers
1463,0,oh baby of the house  how come you dont have any new pictures on facebook
1464,0,i will reach ur home in     minutes
1465,1,100 dating service cal l 09064012103 box334sk38ch
1466,1,congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim ts cs www smsco net cost£3 75max 
1467,0,how much r u willing to pay 
1468,0,thing r good thanx got exams in march ive done no revision  is fran still with boyf  ive gotta interviw 4 exeter bit worried x
1469,0,shall i ask one thing if you dont mistake me 
1470,0,all e best 4 ur exam later 
1471,0,heehee that was so funny tho
1472,0,she went to attend another two rounds today  but still did t reach home  
1473,0,i love to give massages  i use lots of baby oil    what is your fave position 
1474,0,pls help me tell ashley that i cant find her number oh
1475,0,can you do online transaction 
1476,0,yeah that d pretty much be the best case scenario
1477,0,do u think that any girl will propose u today by seing ur bloody face
1478,0,can you plz tell me the ans  bslvyl sent via fullonsms com
1479,0,you should get more chicken broth if you want ramen unless there s some i don t know about
1480,0,are you comingdown later 
1481,0,most of the tiime when i don t let you hug me it s so i don t break into tears 
1482,0,dis is yijue  i jus saw ur mail  in case huiming havent sent u my num  dis is my num 
1483,0,did you see that film  
1484,0,company is very good environment is terrific and food is really nice  
1485,0,please protect yourself from e threats  sib never asks for sensitive information like passwords atm sms pin thru email  never share your password with anybody 
1486,0,what today sunday  sunday is holiday  so no work  
1487,0,no  she s currently in scotland for that 
1488,0,no she didnt  i will search online and let you know 
1489,1,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points  to claim call 08719181259 identifier code  xxxxx expires 26 03 05
1490,0,the bus leaves at    
1491,0,we live in the next    mins
1492,0,noice  text me when you re here
1493,0,it s not that you make me cry  it s just that when all our stuff happens on top of everything else  it pushes me over the edge  you don t underdtand how often i cry over my sorry  sorry life 
1494,0,wat r u doing 
1495,0,dude ive been seeing a lotta corvettes lately
1496,0,k  k  good  study well 
1497,1,january male sale  hot gay chat now cheaper  call 08709222922  national rate from 1 5p min cheap to 7 8p min peak  to stop texts call 08712460324  10p min 
1498,0,hello  my love   how went your day   are you alright   i think of you  my sweet and send a jolt to your heart to remind you     i love you  can you hear it   i screamed it across the sea for all the world to hear  ahmad al hallaq is loved   and owned    possessive passionate kiss 
1499,0,seriously  tell her those exact words right now 
1500,0,open rebtel with firefox  when it loads just put plus sign in the user name place  and it will show you two numbers  the lower number is my number  once you pick that number the pin will display okay 
1501,0,and he s apparently bffs with carly quick now
1502,0,edison has rightly said  a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva   gm gn ge gnt   
1503,0,may i call you later pls
1504,0,u thk of wat to eat tonight 
1505,0,k   k   when will you give treat 
1506,0,ok lar i double check wif da hair dresser already he said wun cut v short  he said will cut until i look nice 
1507,0,we spend our days waiting for the ideal path to appear in front of us   but what we forget is   paths are made by walking   not by waiting   goodnight 
1508,1,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text   free camcorder reply of call 08000930705 now
1509,0,sorry  i ll call later
1510,1,please call 08712402902 immediately as there is an urgent message waiting for you 
1511,0,i wont touch you with out your permission 
1512,0,i dont know ask to my brother  nothing problem some thing that  just i told  
1513,0,oh ho  is this the first time u use these type of words
1514,1,free message activate your 500 free text messages by replying to this message with the word free for terms   conditions  visit www 07781482378 com
1515,0,good afternoon  my love  it was good to see your words on ym and get your tm  very smart move  my slave      smiles      i drink my coffee and await you 
1516,0,does daddy have a bb now 
1517,0,what are youdoing later  sar xxx
1518,0,all these nice new shirts and the only thing i can wear them to is nudist themed     you in mu 
1519,0,8 at the latest  g s still there if you can scrounge up some ammo and want to give the new ak a try
1520,0,sorry  i ll call later
1521,0,r u over scratching it 
1522,1,free game  get rayman golf 4 free from the o2 games arcade  1st get ur games settings  reply post  then save   activ8  press 0 key for arcade  termsapply
1523,0,hello   drivby  0quit edrunk sorry iff pthis makes no senrd dnot no how   dancce 2 drum n basq ihave fun 2nhite x ros xxxxxxx
1524,0,should i tell my friend not to come round til like    ish 
1525,0,is that seriously how you spell his name 
1526,0,ela kano  il download  come wen ur free  
1527,0,haven t found a way to get another app for your phone  eh   will you go to the net cafe   did you take that job  geeee i need you babe  i crave to see you    
1528,0,hello  sort of out in town already  that   so dont rush home  i am eating nachos  will let you know eta 
1529,0,do you work all this week  
1530,0,yo guess what i just dropped
1531,0,hows that watch resizing
1532,0,well good morning mr   hows london treatin  ya treacle 
1533,0,how about clothes  jewelry  and trips 
1534,0,ooooooh i forgot to tell u i can get on yoville on my phone
1535,0,you have registered sinco as payee  log in at icicibank com and enter urn     to confirm  beware of frauds  do not share or disclose urn to anyone 
1536,0,host based idps for linux systems 
1537,0,dear me at cherthala in case u r coming cochin pls call bfore u start i shall also reach accordingly or tell me which day u r coming tmorow i am engaged ans its holiday 
1538,0,guy  no flash me now  if you go call me  call me  how madam  take care oh 
1539,0,oh and by the way you do have more food in your fridge  want to go out for a meal tonight  
1540,0,must come later   i normally bathe him in da afternoon mah  
1541,0,lol i would but despite these cramps i like being a girl 
1542,0,u having lunch alone  i now so bored   
1543,0,mostly sports type  lyk footbl crckt  
1544,0,i am not at all happy with what you saying or doing
1545,0,weightloss  no more girl friends  make loads of money on ebay or something  and give thanks to god 
1546,0,no  to be nosy i guess  idk am i over reacting if i m freaked 
1547,0,lol     grins     i m not babe  but thanks for thinking of me 
1548,0,do you think i can move     in a week
1549,0,new theory  argument wins d situation  but loses the person  so dont argue with ur friends just         kick them   say  i m always correct  
1550,0,good morning  at the repair shop  the only reason i m up at this hour 
1551,0,uncle g  just checking up on you  do have a rewarding month
1552,0,see the forwarding message for proof
1553,0,k   i yan jiu liao    sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb  sun can go cine frm 1030 to 2  den hop to orc mrt 4 hip hop at 4   
1554,0,where did u go  my phone is gonna die you have to stay in here
